id	text	iset	np_replfirst_noun	annotationcompleted	np_replfirst_deverbal	namely_difficultcase	np_replalternative	np_repl_difficultcase	namely_majordivergingantecedent	candidateanaphor	namelytest_naemlich	np_replfirst_article	namely_antecedent
637	Das	38726	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass wir immer dann krisenstimmung haben, wenn die zukunft europas auf die einstimmige zustimmung des rates statt auf die einigung zwischen den gemeinschaftsinstitutionen angewiesen ist	diese	221
638	Es	38679		yes						error_wrong_marking			
639	dies	38602	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das projekt etschlossen, gemeinschaftsorientiert und visionaer zur politischen union weiter entwickelt wird	eine_solche	220
640	dies	38590	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das projekt etschlossen, gemeinschaftsorientiert und visionaer zur politischen union weiter  entwickelt wird	eine_solche	220
641	dies	38616	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das projekt etschlossen, gemeinschaftsorientiert und visionaer zur politischen union weiter entwickelt wird	eine_solche	220
642	das	39139		yes						error_wrong_marking			
643	Das	39081	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich, dass werbung in kinderprogrammen ausgeschlossen sein wird	diese	222
644	es	39053		yes						error_no_discourse_anaphor			
645	Das	39045		yes						error_no_discourse_anaphor			
646	das	39032	massnahme	na	na	na	na	na	na	discourse_anaphor	naemlich diese auch zu foerdern	eine_solche	223
647	es	38954		yes						error_wrong_marking			
648	das	39087		yes						error_wrong_marking			
