id	text	iset	np_replfirst_noun	annotationcompleted	np_replfirst_deverbal	namely_difficultcase	np_replalternative	np_repl_difficultcase	namely_majordivergingantecedent	candidateanaphor	namelytest_naemlich	np_replfirst_article	namely_antecedent
644	Das	37152	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass durch die uebertreibung bei den oeko-sozialen kriterien der binnenmarkt wieder zurueckgefahren wuerde gegenueber der situation , die 1993 erreicht wurde	eine_solche	202
645	es	37099	na	yes	na	yes	na	yes	na	discourse_anaphor		na	
646	was	37188											
647	Es	37288		yes						error_wrong_marking			
648	was	37224											
649	was	37265											
650	es	37817		yes						error_no_discourse_anaphor			
651	es	37777		yes						error_wrong_marking			
652	es	37825		yes						error_wrong_marking			
653	es	37785		yes						error_wrong_marking			
654	das	37802		yes						error_wrong_marking			
655	Das	37569	behauptung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass eine loesung der zypern-frage die eu bestrebungen der tuerkei erheblich erleichtern wuerde	diese	204
656	es	38020	aktivitaet	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir uns der weltpolitik stellen muessen	eine_solche	206
657	was	37917											
658	das	37999	umstand	yes	na	na	na	na	yes	discourse_anaphor	naemlich dass wir mit den zahlen, die wir ansetzen, die weichen fuer die zukunft stellen werden und dass sie auch eine grundlage fuer die debatte sein werden	diese	207
659	es	38043	sachverhalt	yes	na	na	yes	na	na	discourse_anaphor	naemlich ob es im bereich der inneren sicherheit ist	diese	205
660	es	38048	aktivitaet	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir uns der weltpolitik stellen muessen	eine_solche	206
661	Das	38382	entwicklung	yes	na	na	yes	na	na	discourse_anaphor	seit ueber einem jahrzent .... dass wer noch arbeit hat , arbeitet ueberwiegend zu schlechteren konditionen .	diese	208
662	es	38393	zustand	yes	na	na	yes	na	na	discourse_anaphor	seit ueber ... konditionen	diese	208
663	dies	38590	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das projekt  entschlossen , gemeinschaftsorientiert und visionaer zur politischen union weiterentwickelt wird	diese	209
664	es	38648		yes						error_wrong_marking			
665	Das	38726	zustand	yes	na	na	na	na	na	discourse_anaphor	naemlich dass wir krisenstimmung haben	diese	210
666	dies	38602	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das projekt  entschlossen , gemeinschaftsorientiert und visionaer zur politischen union weiterentwickelt wird	diese	209
667	dies	38616	entwicklung	yes	na	na	na	na	na	discourse_anaphor	naemlich dass das projekt  entschlossen , gemeinschaftsorientiert und visionaer zur politischen union weiterentwickelt wird	diese	209
668	Es	38679		yes						error_wrong_marking			
669	das	39032	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich dass diese gefoerdert werden	eine_solche	212
670	Das	39081	massnahme	yes	na	na	na	na	na	discourse_anaphor	naemlich dass in kinderprogrammen ausgeschlossen sein wird	diese	211
671	das	39087		yes						error_wrong_marking			
672	es	38954		yes						error_wrong_marking			
673	es	39053		yes						error_no_discourse_anaphor			
674	das	39139		yes						error_wrong_marking			
675	Das	39045		yes						error_no_discourse_anaphor			
