id	text	lemma	sent	source	pos	mother	rel
47190	of	of	1804	t_05-11-14_37	IN	47189	prep
47191	unsolved	unsolved	1804	t_05-11-14_37	JJ	47192	amod
47192	murders	murder	1804	t_05-11-14_37	NNS	47190	pobj
47193	,	,	1804	t_05-11-14_37	,	47189	punct
47194	many	many	1804	t_05-11-14_37	JJ	47199	nsubj
47195	of	of	1804	t_05-11-14_37	IN	47194	prep
47196	whose	whose	1804	t_05-11-14_37	WP$	47197	poss
47197	perpetrators	perpetrator	1804	t_05-11-14_37	NNS	47195	pobj
47198	have	have	1804	t_05-11-14_37	VBP	47199	aux
47199	fled	flee	1804	t_05-11-14_37	VBN	47189	relcl
47200	the	the	1804	t_05-11-14_37	DT	47201	det
47201	jurisdiction	jurisdiction	1804	t_05-11-14_37	NN	47199	dobj
47202	.	.	1804	t_05-11-14_37	.	47188	punct
47203	Now	now	1805	t_05-11-14_37	RB	47227	advmod
47204	,	,	1805	t_05-11-14_37	,	47227	punct
47205	in	in	1805	t_05-11-14_37	IN	47227	prep
47206	a	a	1805	t_05-11-14_37	DT	47210	det
47207	quite	quite	1805	t_05-11-14_37	RB	47208	advmod
47208	appalling	appalling	1805	t_05-11-14_37	JJ	47210	amod
47209	legislative	legislative	1805	t_05-11-14_37	JJ	47210	amod
47210	move	move	1805	t_05-11-14_37	NN	47205	pobj
47211	,	,	1805	t_05-11-14_37	,	47227	punct
47212	the	the	1805	t_05-11-14_37	DT	47214	det
47213	British	british	1805	t_05-11-14_37	JJ	47214	compound
47214	Government	government	1805	t_05-11-14_37	NNP	47227	nsubj
47215	,	,	1805	t_05-11-14_37	,	47227	punct
47216	in	in	1805	t_05-11-14_37	IN	47227	prep
47217	delivery	delivery	1805	t_05-11-14_37	NN	47216	pobj
47218	of	of	1805	t_05-11-14_37	IN	47217	prep
47219	a	a	1805	t_05-11-14_37	DT	47221	det
47220	sordid	sordid	1805	t_05-11-14_37	JJ	47221	amod
47221	deal	deal	1805	t_05-11-14_37	NN	47218	pobj
47222	with	with	1805	t_05-11-14_37	IN	47221	prep
47223	the	the	1805	t_05-11-14_37	DT	47224	det
47224	IRA	ira	1805	t_05-11-14_37	NNP	47222	pobj
47225	,	,	1805	t_05-11-14_37	,	47227	punct
47226	is	be	1805	t_05-11-14_37	VBZ	47227	aux
47227	proposing	propose	1805	t_05-11-14_37	VBG	47227	ROOT
47228	to	to	1805	t_05-11-14_37	TO	47229	aux
47229	afford	afford	1805	t_05-11-14_37	VB	47227	xcomp
47230	amnesty	amnesty	1805	t_05-11-14_37	NN	47229	dobj
47231	and	and	1805	t_05-11-14_37	CC	47230	cc
47232	sanctuary	sanctuary	1805	t_05-11-14_37	NN	47230	conj
47233	to	to	1805	t_05-11-14_37	IN	47229	prep
47234	those	those	1805	t_05-11-14_37	DT	47236	det
47235	on-the-run	on-the-run	1805	t_05-11-14_37	NN	47236	amod
47236	terrorists	terrorist	1805	t_05-11-14_37	NNS	47233	pobj
47237	.	.	1805	t_05-11-14_37	.	47227	punct
47238	The	the	1806	t_05-11-14_37	DT	47239	det
47239	rights	right	1806	t_05-11-14_37	NNS	47246	nsubj
47240	of	of	1806	t_05-11-14_37	IN	47239	prep
47241	their	-PRON-	1806	t_05-11-14_37	PRP$	47242	poss
47242	victims	victim	1806	t_05-11-14_37	NNS	47240	pobj
47243	to	to	1806	t_05-11-14_37	TO	47244	aux
47244	have	have	1806	t_05-11-14_37	VB	47239	acl
47245	justice	justice	1806	t_05-11-14_37	NN	47244	dobj
47246	is	be	1806	t_05-11-14_37	VBZ	47246	ROOT
47247	to	to	1806	t_05-11-14_37	TO	47250	aux
47248	be	be	1806	t_05-11-14_37	VB	47250	auxpass
47249	shamelessly	shamelessly	1806	t_05-11-14_37	RB	47250	advmod
47250	denied	deny	1806	t_05-11-14_37	VBN	47246	xcomp
47251	,	,	1806	t_05-11-14_37	,	47250	punct
47252	while	while	1806	t_05-11-14_37	IN	47257	mark
47253	a	a	1806	t_05-11-14_37	DT	47255	det
47254	farcical	farcical	1806	t_05-11-14_37	JJ	47255	amod
47255	process	process	1806	t_05-11-14_37	NN	47257	nsubjpass
47256	is	be	1806	t_05-11-14_37	VBZ	47257	auxpass
47257	put	put	1806	t_05-11-14_37	VBN	47250	advcl
47258	in	in	1806	t_05-11-14_37	IN	47257	prep
47259	place	place	1806	t_05-11-14_37	NN	47258	pobj
47260	whereby	whereby	1806	t_05-11-14_37	WRB	47266	advmod
47261	the	the	1806	t_05-11-14_37	DT	47262	det
47262	terrorists	terrorist	1806	t_05-11-14_37	NNS	47266	nsubj
47263	need	need	1806	t_05-11-14_37	VBP	47266	aux
47264	not	not	1806	t_05-11-14_37	RB	47266	neg
47265	even	even	1806	t_05-11-14_37	RB	47266	advmod
47266	attend	attend	1806	t_05-11-14_37	VB	47257	advcl
47267	court	court	1806	t_05-11-14_37	NN	47266	dobj
47268	,	,	1806	t_05-11-14_37	,	47250	punct
47269	will	will	1806	t_05-11-14_37	MD	47272	aux
47270	not	not	1806	t_05-11-14_37	RB	47272	neg
47271	be	be	1806	t_05-11-14_37	VB	47272	auxpass
47272	required	require	1806	t_05-11-14_37	VBN	47246	conj
47273	to	to	1806	t_05-11-14_37	TO	47274	aux
47274	serve	serve	1806	t_05-11-14_37	VB	47272	xcomp
47275	a	a	1806	t_05-11-14_37	DT	47277	det
47276	single	single	1806	t_05-11-14_37	JJ	47277	amod
47277	day	day	1806	t_05-11-14_37	NN	47274	dobj
47278	in	in	1806	t_05-11-14_37	IN	47277	prep
47279	jail	jail	1806	t_05-11-14_37	NN	47278	pobj
47280	and	and	1806	t_05-11-14_37	CC	47272	cc
47281	will	will	1806	t_05-11-14_37	MD	47284	aux
47282	never	never	1806	t_05-11-14_37	RB	47284	neg
47283	be	be	1806	t_05-11-14_37	VB	47284	auxpass
47284	permitted	permit	1806	t_05-11-14_37	VBN	47272	conj
47285	to	to	1806	t_05-11-14_37	TO	47287	aux
47286	be	be	1806	t_05-11-14_37	VB	47287	auxpass
47287	questioned	question	1806	t_05-11-14_37	VBN	47284	xcomp
47288	again	again	1806	t_05-11-14_37	RB	47287	advmod
47289	about	about	1806	t_05-11-14_37	IN	47287	prep
47290	their	-PRON-	1806	t_05-11-14_37	PRP$	47292	poss
47291	abominable	abominable	1806	t_05-11-14_37	JJ	47292	amod
47292	crimes	crime	1806	t_05-11-14_37	NNS	47289	pobj
47293	.	.	1806	t_05-11-14_37	.	47246	punct
47294	This	this	1807	t_05-11-14_37	DT	47295	det
47295	legislation	legislation	1807	t_05-11-14_37	NN	47296	nsubj
47296	is	be	1807	t_05-11-14_37	VBZ	47310	ccomp
47297	a	a	1807	t_05-11-14_37	DT	47299	det
47298	gross	gross	1807	t_05-11-14_37	JJ	47299	amod
47299	affront	affront	1807	t_05-11-14_37	NN	47296	attr
47300	to	to	1807	t_05-11-14_37	IN	47299	prep
47301	justice	justice	1807	t_05-11-14_37	NN	47300	pobj
47302	and	and	1807	t_05-11-14_37	CC	47299	cc
47303	the	the	1807	t_05-11-14_37	DT	47305	det
47304	human	human	1807	t_05-11-14_37	JJ	47305	amod
47305	rights	right	1807	t_05-11-14_37	NNS	47299	conj
47306	of	of	1807	t_05-11-14_37	IN	47305	prep
47307	victims	victim	1807	t_05-11-14_37	NNS	47306	pobj
47308	;	;	1807	t_05-11-14_37	:	47310	punct
47309	it	-PRON-	1807	t_05-11-14_37	PRP	47310	nsubj
47310	is	be	1807	t_05-11-14_37	VBZ	47310	ROOT
47311	a	a	1807	t_05-11-14_37	DT	47313	det
47312	stomach-churning	stomach-churning	1807	t_05-11-14_37	JJ	47313	amod
47313	illustration	illustration	1807	t_05-11-14_37	NN	47310	attr
47314	of	of	1807	t_05-11-14_37	IN	47313	prep
47315	how	how	1807	t_05-11-14_37	WRB	47316	advmod
47316	low	low	1807	t_05-11-14_37	JJ	47317	amod
47317	governments	government	1807	t_05-11-14_37	NNS	47319	nsubj
47318	can	can	1807	t_05-11-14_37	MD	47319	aux
47319	stoop	stoop	1807	t_05-11-14_37	VB	47314	pcomp
47320	when	when	1807	t_05-11-14_37	WRB	47322	advmod
47321	they	-PRON-	1807	t_05-11-14_37	PRP	47322	nsubj
47322	set	set	1807	t_05-11-14_37	VBD	47319	advcl
47323	about	about	1807	t_05-11-14_37	RB	47322	prep
47324	appeasing	appease	1807	t_05-11-14_37	VBG	47323	pcomp
47325	terrorism	terrorism	1807	t_05-11-14_37	NN	47324	dobj
47326	.	.	1807	t_05-11-14_37	.	47310	punct
47327	I	-PRON-	1808	t_05-11-14_37	PRP	47328	nsubj
47328	call	call	1808	t_05-11-14_37	VBP	47328	ROOT
47329	on	on	1808	t_05-11-14_37	IN	47328	prep
47330	this	this	1808	t_05-11-14_37	DT	47331	det
47331	House	house	1808	t_05-11-14_37	NNP	47329	pobj
47332	and	and	1808	t_05-11-14_37	CC	47331	cc
47333	the	the	1808	t_05-11-14_37	DT	47335	det
47334	Justice	justice	1808	t_05-11-14_37	NNP	47335	compound
47335	Commissioner	commissioner	1808	t_05-11-14_37	NNP	47331	conj
47336	to	to	1808	t_05-11-14_37	TO	47337	aux
47337	speak	speak	1808	t_05-11-14_37	VB	47328	xcomp
47338	out	out	1808	t_05-11-14_37	RP	47337	prt
47339	against	against	1808	t_05-11-14_37	IN	47337	prep
47340	this	this	1808	t_05-11-14_37	DT	47342	det
47341	wretched	wretched	1808	t_05-11-14_37	JJ	47342	amod
47342	legislation	legislation	1808	t_05-11-14_37	NN	47339	pobj
47343	.	.	1808	t_05-11-14_37	.	47328	punct
47344	Madam	madam	1809	t_05-11-14_54	NNP	47345	compound
47345	President	president	1809	t_05-11-14_54	NNP	47348	npadvmod
47346	,	,	1809	t_05-11-14_54	,	47348	punct
47347	I	-PRON-	1809	t_05-11-14_54	PRP	47348	nsubj
47348	am	be	1809	t_05-11-14_54	VBP	47348	ROOT
47349	grateful	grateful	1809	t_05-11-14_54	JJ	47348	acomp
47350	to	to	1809	t_05-11-14_54	IN	47349	prep
47351	my	-PRON-	1809	t_05-11-14_54	PRP$	47352	poss
47352	friend	friend	1809	t_05-11-14_54	NN	47350	pobj
47353	Mr	mr	1809	t_05-11-14_54	NNP	47354	compound
47354	Mann	mann	1809	t_05-11-14_54	NNP	47352	appos
47355	for	for	1809	t_05-11-14_54	IN	47349	prep
47356	demonstrating	demonstrating	1809	t_05-11-14_54	NN	47355	pcomp
47357	that	that	1809	t_05-11-14_54	WDT	47359	mark
47358	we	-PRON-	1809	t_05-11-14_54	PRP	47359	nsubj
47359	are	be	1809	t_05-11-14_54	VBP	47356	ccomp
47360	back	back	1809	t_05-11-14_54	RB	47359	advmod
47361	in	in	1809	t_05-11-14_54	IN	47360	prep
47362	step	step	1809	t_05-11-14_54	NN	47361	pobj
47363	once	once	1809	t_05-11-14_54	RB	47364	advmod
47364	again	again	1809	t_05-11-14_54	RB	47359	advmod
47365	.	.	1809	t_05-11-14_54	.	47348	punct
47366	The	the	1810	t_05-11-14_54	DT	47367	det
47367	WTO	wto	1810	t_05-11-14_54	NNP	47371	poss
47368	's	's	1810	t_05-11-14_54	POS	47367	case
47369	sixth	sixth	1810	t_05-11-14_54	JJ	47371	amod
47370	Ministerial	ministerial	1810	t_05-11-14_54	NNP	47371	compound
47371	Conference	conference	1810	t_05-11-14_54	NNP	47372	nsubj
47372	is	be	1810	t_05-11-14_54	VBZ	47372	ROOT
47373	due	due	1810	t_05-11-14_54	JJ	47372	acomp
47374	to	to	1810	t_05-11-14_54	TO	47376	aux
47375	be	be	1810	t_05-11-14_54	VB	47376	auxpass
47376	held	hold	1810	t_05-11-14_54	VBN	47373	xcomp
47377	in	in	1810	t_05-11-14_54	IN	47376	prep
47378	Hong	hong	1810	t_05-11-14_54	NNP	47379	compound
47379	Kong	kong	1810	t_05-11-14_54	NNP	47377	pobj
47380	this	this	1810	t_05-11-14_54	DT	47381	det
47381	December	december	1810	t_05-11-14_54	NNP	47376	npadvmod
47382	,	,	1810	t_05-11-14_54	,	47372	punct
47383	and	and	1810	t_05-11-14_54	CC	47372	cc
47384	it	-PRON-	1810	t_05-11-14_54	PRP	47386	nsubj
47385	will	will	1810	t_05-11-14_54	MD	47386	aux
47386	be	be	1810	t_05-11-14_54	VB	47372	conj
47387	yet	yet	1810	t_05-11-14_54	RB	47386	advmod
47388	another	another	1810	t_05-11-14_54	DT	47386	attr
47389	of	of	1810	t_05-11-14_54	IN	47388	prep
47390	the	the	1810	t_05-11-14_54	DT	47391	det
47391	kind	kind	1810	t_05-11-14_54	NN	47389	pobj
47392	at	at	1810	t_05-11-14_54	IN	47396	prep
47393	which	which	1810	t_05-11-14_54	WDT	47392	pobj
47394	there	there	1810	t_05-11-14_54	EX	47396	expl
47395	will	will	1810	t_05-11-14_54	MD	47396	aux
47396	be	be	1810	t_05-11-14_54	VB	47391	relcl
47397	no	no	1810	t_05-11-14_54	DT	47398	det
47398	discussion	discussion	1810	t_05-11-14_54	NN	47396	attr
47399	of	of	1810	t_05-11-14_54	IN	47398	prep
47400	a	a	1810	t_05-11-14_54	DT	47401	det
47401	ban	ban	1810	t_05-11-14_54	NN	47399	pobj
47402	on	on	1810	t_05-11-14_54	IN	47401	prep
47403	child	child	1810	t_05-11-14_54	NN	47404	compound
47404	labour	labour	1810	t_05-11-14_54	NN	47402	pobj
47405	,	,	1810	t_05-11-14_54	,	47398	punct
47406	or	or	1810	t_05-11-14_54	CC	47396	cc
47407	of	of	1810	t_05-11-14_54	IN	47391	prep
47408	the	the	1810	t_05-11-14_54	DT	47409	det
47409	abolition	abolition	1810	t_05-11-14_54	NN	47407	pobj
47410	of	of	1810	t_05-11-14_54	IN	47409	prep
47411	forced	force	1810	t_05-11-14_54	VBN	47412	amod
47412	labour	labour	1810	t_05-11-14_54	NN	47410	pobj
47413	,	,	1810	t_05-11-14_54	,	47388	punct
47414	not	not	1810	t_05-11-14_54	RB	47416	neg
47415	to	to	1810	t_05-11-14_54	TO	47416	aux
47416	mention	mention	1810	t_05-11-14_54	VB	47386	xcomp
47417	freedom	freedom	1810	t_05-11-14_54	NN	47416	dobj
47418	of	of	1810	t_05-11-14_54	IN	47417	prep
47419	association	association	1810	t_05-11-14_54	NN	47418	pobj
47420	or	or	1810	t_05-11-14_54	CC	47417	cc
47421	the	the	1810	t_05-11-14_54	DT	47422	det
47422	right	right	1810	t_05-11-14_54	NN	47417	conj
47423	to	to	1810	t_05-11-14_54	TO	47424	aux
47424	set	set	1810	t_05-11-14_54	VB	47422	acl
47425	up	up	1810	t_05-11-14_54	RP	47424	prt
47426	trade	trade	1810	t_05-11-14_54	NN	47427	compound
47427	unions	union	1810	t_05-11-14_54	NNS	47424	dobj
47428	.	.	1810	t_05-11-14_54	.	47386	punct
47429	The	the	1811	t_05-11-14_54	DT	47430	det
47430	examples	example	1811	t_05-11-14_54	NNS	47435	nsubj
47431	I	-PRON-	1811	t_05-11-14_54	PRP	47434	nsubj
47432	have	have	1811	t_05-11-14_54	VBP	47434	aux
47433	just	just	1811	t_05-11-14_54	RB	47434	advmod
47434	given	give	1811	t_05-11-14_54	VBN	47430	relcl
47435	are	be	1811	t_05-11-14_54	VBP	47435	ROOT
47436	core	core	1811	t_05-11-14_54	JJ	47438	compound
47437	labour	labour	1811	t_05-11-14_54	NN	47438	compound
47438	standards	standard	1811	t_05-11-14_54	NNS	47435	attr
47439	,	,	1811	t_05-11-14_54	,	47435	punct
47440	and	and	1811	t_05-11-14_54	CC	47435	cc
47441	there	there	1811	t_05-11-14_54	EX	47443	expl
47442	can	can	1811	t_05-11-14_54	MD	47443	aux
47443	be	be	1811	t_05-11-14_54	VB	47435	conj
47444	no	no	1811	t_05-11-14_54	DT	47446	det
47445	fair	fair	1811	t_05-11-14_54	JJ	47446	amod
47446	trade	trade	1811	t_05-11-14_54	NN	47443	attr
47447	without	without	1811	t_05-11-14_54	IN	47446	prep
47448	them	-PRON-	1811	t_05-11-14_54	PRP	47447	pobj
47449	.	.	1811	t_05-11-14_54	.	47443	punct
47450	The	the	1812	t_05-11-14_54	DT	47451	det
47451	Commission	commission	1812	t_05-11-14_54	NNP	47452	nsubj
47452	communication	communication	1812	t_05-11-14_54	NN	47458	nsubj
47453	that	that	1812	t_05-11-14_54	IN	47456	mark
47454	we	-PRON-	1812	t_05-11-14_54	PRP	47456	nsubj
47455	are	be	1812	t_05-11-14_54	VBP	47456	aux
47456	discussing	discuss	1812	t_05-11-14_54	VBG	47452	acl
47457	today	today	1812	t_05-11-14_54	NN	47456	npadvmod
47458	sets	set	1812	t_05-11-14_54	VBZ	47458	ROOT
47459	out	out	1812	t_05-11-14_54	RP	47458	prt
47460	the	the	1812	t_05-11-14_54	DT	47461	det
47461	things	thing	1812	t_05-11-14_54	NNS	47458	dobj
47462	that	that	1812	t_05-11-14_54	WDT	47466	dobj
47463	the	the	1812	t_05-11-14_54	DT	47464	det
47464	Community	community	1812	t_05-11-14_54	NNP	47466	nsubj
47465	can	can	1812	t_05-11-14_54	MD	47466	aux
47466	do	do	1812	t_05-11-14_54	VB	47461	relcl
47467	to	to	1812	t_05-11-14_54	TO	47468	aux
47468	make	make	1812	t_05-11-14_54	VB	47466	advcl
47469	the	the	1812	t_05-11-14_54	DT	47471	det
47470	globalisation	globalisation	1812	t_05-11-14_54	NN	47471	compound
47471	process	process	1812	t_05-11-14_54	NN	47472	nsubj
47472	fairer	fair	1812	t_05-11-14_54	JJR	47468	ccomp
47473	for	for	1812	t_05-11-14_54	IN	47472	prep
47474	everyone	everyone	1812	t_05-11-14_54	NN	47473	pobj
47475	,	,	1812	t_05-11-14_54	,	47458	punct
47476	and	and	1812	t_05-11-14_54	CC	47458	cc
47477	,	,	1812	t_05-11-14_54	,	47458	punct
47478	with	with	1812	t_05-11-14_54	IN	47485	prep
47479	that	that	1812	t_05-11-14_54	DT	47478	pobj
47480	in	in	1812	t_05-11-14_54	IN	47478	prep
47481	mind	mind	1812	t_05-11-14_54	NN	47480	pobj
47482	,	,	1812	t_05-11-14_54	,	47485	punct
47483	I	-PRON-	1812	t_05-11-14_54	PRP	47485	nsubj
47484	would	would	1812	t_05-11-14_54	MD	47485	aux
47485	like	like	1812	t_05-11-14_54	VB	47458	conj
47486	to	to	1812	t_05-11-14_54	TO	47487	aux
47487	draw	draw	1812	t_05-11-14_54	VB	47485	xcomp
47488	the	the	1812	t_05-11-14_54	DT	47489	det
47489	House	house	1812	t_05-11-14_54	NNP	47491	poss
47490	's	's	1812	t_05-11-14_54	POS	47489	case
47491	attention	attention	1812	t_05-11-14_54	NN	47487	dobj
47492	to	to	1812	t_05-11-14_54	IN	47487	prep
47493	a	a	1812	t_05-11-14_54	DT	47495	det
47494	negotiating	negotiating	1812	t_05-11-14_54	NN	47495	compound
47495	mandate	mandate	1812	t_05-11-14_54	NN	47492	pobj
47496	for	for	1812	t_05-11-14_54	IN	47495	prep
47497	the	the	1812	t_05-11-14_54	DT	47501	det
47498	1999	1999	1812	t_05-11-14_54	CD	47501	nummod
47499	WTO	wto	1812	t_05-11-14_54	NNP	47501	compound
47500	Ministerial	ministerial	1812	t_05-11-14_54	NNP	47501	compound
47501	Conference	conference	1812	t_05-11-14_54	NNP	47496	pobj
47502	in	in	1812	t_05-11-14_54	IN	47501	prep
47503	Seattle	seattle	1812	t_05-11-14_54	NNP	47502	pobj
47504	,	,	1812	t_05-11-14_54	,	47501	punct
47505	which	which	1812	t_05-11-14_54	WDT	47506	nsubj
47506	expressed	express	1812	t_05-11-14_54	VBD	47501	relcl
47507	the	the	1812	t_05-11-14_54	DT	47508	det
47508	EU	eu	1812	t_05-11-14_54	NNP	47510	poss
47509	's	's	1812	t_05-11-14_54	POS	47508	case
47510	desire	desire	1812	t_05-11-14_54	NN	47506	dobj
47511	for	for	1812	t_05-11-14_54	IN	47510	prep
47512	a	a	1812	t_05-11-14_54	DT	47513	det
47513	conference	conference	1812	t_05-11-14_54	NN	47511	pobj
47514	at	at	1812	t_05-11-14_54	IN	47513	prep
47515	ministerial	ministerial	1812	t_05-11-14_54	JJ	47516	amod
47516	level	level	1812	t_05-11-14_54	NN	47514	pobj
47517	on	on	1812	t_05-11-14_54	IN	47516	prep
47518	the	the	1812	t_05-11-14_54	DT	47519	det
47519	subjects	subject	1812	t_05-11-14_54	NNS	47517	pobj
47520	of	of	1812	t_05-11-14_54	IN	47519	prep
47521	trade	trade	1812	t_05-11-14_54	NN	47520	pobj
47522	,	,	1812	t_05-11-14_54	,	47521	punct
47523	employment	employment	1812	t_05-11-14_54	NN	47521	conj
47524	and	and	1812	t_05-11-14_54	CC	47523	cc
47525	core	core	1812	t_05-11-14_54	NN	47527	compound
47526	labour	labour	1812	t_05-11-14_54	NN	47527	compound
47527	standards	standard	1812	t_05-11-14_54	NNS	47523	conj
47528	.	.	1812	t_05-11-14_54	.	47458	punct
47529	At	at	1813	t_05-11-14_54	IN	47553	prep
47530	that	that	1813	t_05-11-14_54	DT	47531	det
47531	time	time	1813	t_05-11-14_54	NN	47529	pobj
47532	,	,	1813	t_05-11-14_54	,	47553	punct
47533	the	the	1813	t_05-11-14_54	DT	47534	det
47534	Commission	commission	1813	t_05-11-14_54	NNP	47553	nsubj
47535	--	--	1813	t_05-11-14_54	:	47534	punct
47536	and	and	1813	t_05-11-14_54	CC	47534	cc
47537	it	-PRON-	1813	t_05-11-14_54	PRP	47538	nsubj
47538	is	be	1813	t_05-11-14_54	VBZ	47534	conj
47539	the	the	1813	t_05-11-14_54	DT	47540	det
47540	Members	member	1813	t_05-11-14_54	NNS	47538	attr
47541	of	of	1813	t_05-11-14_54	IN	47540	prep
47542	the	the	1813	t_05-11-14_54	DT	47543	det
47543	Commission	commission	1813	t_05-11-14_54	NNP	47541	pobj
47544	that	that	1813	t_05-11-14_54	IN	47549	dobj
47545	I	-PRON-	1813	t_05-11-14_54	PRP	47547	nsubj
47546	would	would	1813	t_05-11-14_54	MD	47547	aux
47547	like	like	1813	t_05-11-14_54	VB	47538	ccomp
47548	to	to	1813	t_05-11-14_54	TO	47549	aux
47549	remind	remind	1813	t_05-11-14_54	VB	47547	xcomp
47550	of	of	1813	t_05-11-14_54	IN	47549	prep
47551	this	this	1813	t_05-11-14_54	DT	47550	pobj
47552	--	--	1813	t_05-11-14_54	:	47553	punct
47553	undertook	undertake	1813	t_05-11-14_54	VBD	47553	ROOT
47554	to	to	1813	t_05-11-14_54	TO	47555	aux
47555	hold	hold	1813	t_05-11-14_54	VB	47553	xcomp
47556	such	such	1813	t_05-11-14_54	PDT	47558	predet
47557	a	a	1813	t_05-11-14_54	DT	47558	det
47558	conference	conference	1813	t_05-11-14_54	NN	47555	dobj
47559	in	in	1813	t_05-11-14_54	IN	47558	prep
47560	2001.	2001.	1813	t_05-11-14_54	NN	47559	pobj
47561	If	if	1814	t_05-11-14_54	IN	47569	mark
47562	you	-PRON-	1814	t_05-11-14_54	PRP	47569	nsubj
47563	,	,	1814	t_05-11-14_54	,	47569	punct
47564	Members	member	1814	t_05-11-14_54	NNS	47569	nsubj
47565	of	of	1814	t_05-11-14_54	IN	47564	prep
47566	the	the	1814	t_05-11-14_54	DT	47567	det
47567	Commission	commission	1814	t_05-11-14_54	NNP	47565	pobj
47568	,	,	1814	t_05-11-14_54	,	47569	punct
47569	want	want	1814	t_05-11-14_54	VBP	47576	advcl
47570	to	to	1814	t_05-11-14_54	TO	47571	aux
47571	take	take	1814	t_05-11-14_54	VB	47569	xcomp
47572	action	action	1814	t_05-11-14_54	NN	47571	dobj
47573	,	,	1814	t_05-11-14_54	,	47576	punct
47574	then	then	1814	t_05-11-14_54	RB	47576	advmod
47575	I	-PRON-	1814	t_05-11-14_54	PRP	47576	nsubj
47576	suggest	suggest	1814	t_05-11-14_54	VBP	47576	ROOT
47577	that	that	1814	t_05-11-14_54	IN	47579	mark
47578	you	-PRON-	1814	t_05-11-14_54	PRP	47579	nsubj
47579	make	make	1814	t_05-11-14_54	VBP	47576	ccomp
47580	a	a	1814	t_05-11-14_54	DT	47581	det
47581	start	start	1814	t_05-11-14_54	NN	47579	dobj
47582	by	by	1814	t_05-11-14_54	IN	47579	prep
47583	doing	do	1814	t_05-11-14_54	VBG	47582	pcomp
47584	what	what	1814	t_05-11-14_54	WP	47588	dobj
47585	you	-PRON-	1814	t_05-11-14_54	PRP	47586	nsubj
47586	undertook	undertake	1814	t_05-11-14_54	VBD	47583	ccomp
47587	to	to	1814	t_05-11-14_54	TO	47588	aux
47588	do	do	1814	t_05-11-14_54	VB	47586	xcomp
47589	years	year	1814	t_05-11-14_54	NNS	47590	npadvmod
47590	ago	ago	1814	t_05-11-14_54	RB	47588	advmod
47591	.	.	1814	t_05-11-14_54	.	47576	punct
47592	I	-PRON-	1815	t_05-11-14_54	PRP	47593	nsubj
47593	expect	expect	1815	t_05-11-14_54	VBP	47593	ROOT
47594	of	of	1815	t_05-11-14_54	IN	47593	prep
47595	you	-PRON-	1815	t_05-11-14_54	PRP	47594	pobj
47596	no	no	1815	t_05-11-14_54	DT	47597	det
47597	other	other	1815	t_05-11-14_54	JJ	47593	dobj
47598	than	than	1815	t_05-11-14_54	IN	47597	prep
47599	this	this	1815	t_05-11-14_54	DT	47598	pobj
47600	,	,	1815	t_05-11-14_54	,	47593	punct
47601	that	that	1815	t_05-11-14_54	IN	47603	mark
47602	you	-PRON-	1815	t_05-11-14_54	PRP	47603	nsubj
47603	hold	hold	1815	t_05-11-14_54	VBP	47593	ccomp
47604	this	this	1815	t_05-11-14_54	DT	47605	det
47605	conference	conference	1815	t_05-11-14_54	NN	47603	dobj
47606	at	at	1815	t_05-11-14_54	IN	47603	prep
47607	long	long	1815	t_05-11-14_54	RB	47608	advmod
47608	last	last	1815	t_05-11-14_54	JJ	47606	pobj
47609	,	,	1815	t_05-11-14_54	,	47603	punct
47610	for	for	1815	t_05-11-14_54	IN	47613	prep
47611	fair	fair	1815	t_05-11-14_54	JJ	47612	amod
47612	trade	trade	1815	t_05-11-14_54	NN	47610	pobj
47613	is	be	1815	t_05-11-14_54	VBZ	47603	advcl
47614	more	more	1815	t_05-11-14_54	RBR	47615	advmod
47615	live	live	1815	t_05-11-14_54	JJ	47613	acomp
47616	an	an	1815	t_05-11-14_54	DT	47617	det
47617	issue	issue	1815	t_05-11-14_54	NN	47615	npadvmod
47618	than	than	1815	t_05-11-14_54	IN	47615	prep
47619	ever	ever	1815	t_05-11-14_54	RB	47618	pcomp
47620	,	,	1815	t_05-11-14_54	,	47615	punct
47621	if	if	1815	t_05-11-14_54	IN	47613	intj
47622	--	--	1815	t_05-11-14_54	:	47621	punct
47623	as	as	1815	t_05-11-14_54	IN	47629	mark
47624	you	-PRON-	1815	t_05-11-14_54	PRP	47629	nsubj
47625	now	now	1815	t_05-11-14_54	RB	47629	advmod
47626	should	should	1815	t_05-11-14_54	MD	47629	aux
47627	--	--	1815	t_05-11-14_54	:	47629	punct
47628	you	-PRON-	1815	t_05-11-14_54	PRP	47629	nsubj
47629	take	take	1815	t_05-11-14_54	VBP	47613	advcl
47630	the	the	1815	t_05-11-14_54	DT	47632	det
47631	social	social	1815	t_05-11-14_54	JJ	47632	amod
47632	dimension	dimension	1815	t_05-11-14_54	NN	47629	dobj
47633	of	of	1815	t_05-11-14_54	IN	47632	prep
47634	globalisation	globalisation	1815	t_05-11-14_54	NN	47633	pobj
47635	seriously	seriously	1815	t_05-11-14_54	RB	47629	advmod
47636	.	.	1815	t_05-11-14_54	.	47593	punct
47637	Madam	madam	1816	t_05-11-14_62	NNP	47638	compound
47638	President	president	1816	t_05-11-14_62	NNP	47641	npadvmod
47639	,	,	1816	t_05-11-14_62	,	47641	punct
47640	we	-PRON-	1816	t_05-11-14_62	PRP	47641	nsubj
